hospital_id,entity_code,hospital_name,district,ownership,directorate,verified_specialties,latitude,longitude,hospital_name_ta
TNH0271,H_18862,"Govt. Chidambaram Hospital, Cuddalore TN.",Cuddalore,Govt-DMS,Govt,"General Medicine,Pediatrics",11.3737048,79.6676149,"அரசு சிதம்பரம் மருத்துவமனை, கடலூர், தமிழ்நாடு."
TNH0272,H_18863,"Govt. Virudhachalam Hospital, Cuddalore TN.",Cuddalore,Govt-DMS,Govt,"General Medicine,Pediatrics",11.5156632,79.3198679,"அரசு விருத்தாசலம் மருத்துவமனை, கடலூர் டி.என்."
TNH0273,H_18475,"Govt.Head Quarters Hospital,Cuddalore TN.",Cuddalore,Govt-DMS,Govt,"General Medicine,Pediatrics",11.7567909,79.7597877,"அரசு தலைமை மருத்துவமனை, கடலூர், தமிழ்நாடு."
TNH0294,H_19771,"Jipmer Hospital Pondicherry,TN.",Cuddalore,PVT HOSPITAL,Pvt,Multi-Speciality,11.9542313,79.7971406,"ஜிப்மர் மருத்துவமனை, பாண்டிச்சேரி, தமிழ்நாடு."
TNH0295,H_18771,"KRISHNA HOSPITAL, Cuddalore TN.",Cuddalore,PVT HOSPITAL,Pvt,Multi-Speciality,11.7572404,79.7614021,"கிருஷ்ணா மருத்துவமனை, கடலூர், தமிழ்நாடு."
TNH0296,H_18614,"Mahatma Gandhi Medical College,Pondicherry TN.",Cuddalore,PVT HOSPITAL,Pvt,Multi-Speciality,11.8120031,79.7780917,"மகாத்மா காந்தி மருத்துவக் கல்லூரி, பாண்டிச்சேரி, தமிழ்நாடு."
TNH0297,H_18801,"MANAKULA VINAYAGAR MEDICAL COLLEGE, PONDICHERRY TN",Cuddalore,PVT HOSPITAL,Pvt,Multi-Speciality,11.9213856,79.628235,"மணக்குள விநாயகர் மருத்துவக் கல்லூரி, பாண்டிச்சேரி TN"
TNH0298,H_18245,"PIMS, Pondicherry TN.",Cuddalore,PVT HOSPITAL,Pvt,Multi-Speciality,11.755588,79.7627682,"பிஐஎம்எஸ், பாண்டிச்சேரி, தமிழ்நாடு."
TNH0299,H_18357,"Rajah Muthiah Med Coll And Hospital, Cuddalore TN.",Cuddalore,Govt-DME,Govt,"General Medicine,Pediatrics",11.7480419,79.7713687,"ராஜா முத்தையா மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, கடலூர் TN."
TNH0300,H_21408,"Sri Lakshmi Narayana Institute, Pondicherry TN.",Cuddalore,PVT HOSPITAL,Pvt,Multi-Speciality,11.9383271,79.7360185,"ஸ்ரீ லக்ஷ்மி நாராயண நிறுவனம், பாண்டிச்சேரி, தமிழ்நாடு."
TNH0301,H_18802,"SRI VENKATESWARA MEDICAL COLLEGE, PONDICHERRY TN.",Cuddalore,PVT HOSPITAL,Pvt,Multi-Speciality,11.903647,79.7016602,"ஸ்ரீ வெங்கடேஸ்வரா மருத்துவக் கல்லூரி, பாண்டிச்சேரி, தமிழ்நாடு."
TNH0302,H_22095,"Subha Anandham Medical Centre,Cuddalore,TN.",Cuddalore,PVT HOSPITAL,Pvt,Multi-Speciality,11.7576227,79.7573626,"சுபா ஆனந்தம் மருத்துவ மையம், கடலூர், தமிழ்நாடு."
TNH0303,H_18346,"Vinayaga Mission Hospital, Pondicherry TN.",Cuddalore,PVT HOSPITAL,Pvt,Multi-Speciality,11.8311772,79.7831877,"விநாயக மிஷன் மருத்துவமனை, பாண்டிச்சேரி, தமிழ்நாடு."
TNH0305,H_22072,"BGR Hospital,Dharmapurai TN.",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.130819,78.1610784,"பிஜிஆர் மருத்துவமனை, தர்மபுரை, தமிழ்நாடு."
TNH0306,H_26188,"Bharathi Speciality Hospital, Dharmapuri, TN.",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.13393,77.9830931,"பாரதி சிறப்பு மருத்துவமனை, தர்மபுரி, டி.என்."
TNH0316,H_18891,"K.S.Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Pvt,"Cardiology,Gastrology,Multi-Speciality",12.1324583,78.1620552,"கே.எஸ். மருத்துவமனை, தர்மபுரி, தமிழ்நாடு."
TNH0317,H_18889,"Kamalam Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.1318592,78.1591241,"கமலம் மருத்துவமனை, தர்மபுரி TN."
TNH0318,H_26037,"Kavan Hospital, Dharmapuri, TN.",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.0657724,78.4724216,"கவண் மருத்துவமனை, தர்மபுரி, டி.என்."
TNH0319,H_18558,"KV Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.1260169,78.1586052,"கே.வி. மருத்துவமனை, தர்மபுரி, தமிழ்நாடு."
TNH0320,H_24844,"Meenakshi Hosp and fertility Centre,Dharmapuri TN. ",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.1325938,78.1613303,"மீனாட்சி மருத்துவமனை மற்றும் கருவுறுதல் மையம், தர்மபுரி TN. "
TNH0321,H_26292,"Niranjan Hospital, Dharmapuri, TN.  ",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.124072,78.1586041,"நிரஞ்சன் மருத்துவமனை, தருமபுரி, TN.  "
TNH0322,H_18546,"Om Sakthi Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.132386,78.1615601,"ஓம் சக்தி மருத்துவமனை, தர்மபுரி TN."
TNH0323,H_18306,"Supa Hospital, Pvt.Ltd, Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.1327365,78.1624863,"சுபா மருத்துவமனை, பிரைவேட் லிமிடெட், தருமபுரி TN."
TNH0324,H_18709,"Thangam Hospital,Dharmapuri TN.",Dharmapuri,PVT HOSPITAL,Pvt,Multi-Speciality,12.1191744,78.1568771,"தங்கம் மருத்துவமனை, தர்மபுரி TN."
TNH0327,H_24480,"Govt.Ammainaickanur CHC,Dindigul TN. ",Dindigul,Govt,Govt,General Medicine,10.1677158,77.9123297,"அரசு அம்மைநாயக்கனூர் சிஎச்சி, திண்டுக்கல் டிஎன். "
TNH0328,H_24598,"Govt.CHC Athoor,Chinnalapatti, Dindigul TN.",Dindigul,Govt,Govt,General Medicine,10.278512,77.9244424,"அரசு சிஎச்சி ஆத்தூர், சின்னாளபட்டி, திண்டுக்கல் டிஎன்."
TNH0330,H_24481,"Govt.Kannivadi CHC,Dindigul TN. ",Dindigul,Govt,Govt,General Medicine,10.389163,77.7623739,"அரசு கன்னிவாடி சிஎச்சி, திண்டுக்கல் டிஎன். "
TNH0331,H_24484,"Govt.Kosavapatti CHC,Dindigul TN.",Dindigul,Govt,Govt,General Medicine,10.2888605,78.0609138,"அரசு கொசவபட்டி CHC, திண்டுக்கல் TN."
TNH0342,H_24485,"Govt.Thadikombu CHC,Dindigul TN.",Dindigul,Govt,Govt,General Medicine,10.4519877,77.9556841,"அரசு தாடிக்கொம்பு CHC, திண்டுக்கல் TN."
TNH0343,H_24483,"Govt.Uluppakudi CHC,Dindigul TN.",Dindigul,Govt,Govt,General Medicine,10.2261086,78.2294697,"அரசு உலுப்பக்குடி CHC, திண்டுக்கல் TN."
TNH0346,H_24482,"Govt.Viruveedu CHC,Dindigul TN.",Dindigul,Govt,Govt,General Medicine,10.0721318,77.7808083,"அரசு விருவீடு CHC, திண்டுக்கல் TN."
TNH0347,H_18458,"Ashok Krishna Hospital,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.4482702,77.6856755,"அசோக் கிருஷ்ணா மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0348,H_22809,"Ashwin Hospital, Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3330116,77.7197555,"அஸ்வின் மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0350,H_21975,"Care24 Medical Centre and Hospital, Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3265504,77.6881456,"கேர்24 மருத்துவ மையம் மற்றும் மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0351,H_18534,"City Hospital,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.345132,77.730142,"நகர மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0352,H_18535,"CK Hospital,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.332718,77.7280918,"சி.கே. மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0353,H_18254,"Dakshin Trauma Center,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3410364,77.7171642,"தக்ஷின் ட்ராமா சென்டர், ஈரோடு TN."
TNH0354,H_18366,"Dr.K.M.Nallaswamy Hospital,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3367344,77.7183894,"டாக்டர் கே.எம்.நல்லசுவாமி மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0355,H_22061,"Erode Emergency Care Center,Thindal, Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3322394,77.6826341,"ஈரோடு அவசர சிகிச்சை மையம், திண்டல், ஈரோடு, தமிழ்நாடு."
TNH0356,H_22063,"Erode Medical Centre, Perundurai Road, Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3348704,77.704512,"ஈரோடு மருத்துவ மையம், பெருந்துறை ரோடு, ஈரோடு டி.என்."
TNH0362,H_19712,"Govt Hospital Bhavani, Erode TN.",Erode,Govt-DMS,Govt,"General Medicine,Pediatrics",11.4509599,77.6820652,"அரசு மருத்துவமனை பவானி, ஈரோடு டி.என்."
TNH0363,H_25831,"Govt Hospital Kavunthapadi, Erode TN.",Erode,Govt-DMS,Govt,"General Medicine,Pediatrics",11.4712892,77.5051675,"அரசு மருத்துவமனை, கவுண்டபாடி, ஈரோடு, தமிழ்நாடு."
TNH0364,H_25830,"Govt Hospital Kodumudi, Erode TN. ",Erode,Govt-DMS,Govt,"General Medicine,Pediatrics",11.0818736,77.8848219,"அரசு மருத்துவமனை கொடுமுடி, ஈரோடு டி.என். "
TNH0378,H_22311,"Govt. Erode Medical College and Hosp, Erode TN.",Erode,Govt-DME,Govt,"General Medicine,Pediatrics",11.2813433,77.5676048,"அரசு ஈரோடு மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0379,H_18525,"Govt. Hospital Gobichettipalayam, Erode TN.",Erode,Govt-DMS,Govt,"General Medicine,Pediatrics",11.4564618,77.4291007,"அரசு மருத்துவமனை, கோபிசெட்டிபாளையம், ஈரோடு, தமிழ்நாடு."
TNH0380,H_22083,"Govt. Hospital,Anthiyur, Erode TN.",Erode,Govt-DMS,Govt,"General Medicine,Pediatrics",11.5770734,77.5877318,"அரசு மருத்துவமனை, அந்தியூர், ஈரோடு TN."
TNH0381,H_22085,"Govt. Hospital,Perundurai, Erode TN.",Erode,Govt-DMS,Govt,"General Medicine,Pediatrics",11.2759785,77.5874127,"அரசு மருத்துவமனை, பெருந்துறை, ஈரோடு TN."
TNH0382,H_22084,"Govt. Hospital,Sathyamangalam, Erode TN.",Erode,Govt-DMS,Govt,"General Medicine,Pediatrics",11.5028537,77.2586935,"அரசு மருத்துவமனை, சத்தியமங்கலம், ஈரோடு, தமிழ்நாடு."
TNH0383,H_18478,"Govt.Head Quarters Hospital,Erode TN.",Erode,Govt-DMS,Govt,"General Medicine,Pediatrics",11.3398213,77.7172966,"அரசு தலைமை மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0384,H_19482,"K.B.N Nursing Home,Krishna Theatre Road,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3446841,77.731623,"கே.பி.என் நர்சிங் ஹோம், கிருஷ்ணா தியேட்டர் ரோடு, ஈரோடு, தமிழ்நாடு."
TNH0385,H_25721,"K.K.S. Hospital,Gobichettipalayam, Erode TN.",Erode,PVT HOSPITAL,PVT,"Nephrology,Urology,General Medicine",11.4551306,77.4393463,"கே.கே.எஸ். மருத்துவமனை, கோபிசெட்டிபாளையம், ஈரோடு, தமிழ்நாடு."
TNH0386,H_23844,"Kalingarayan Medical centre,Gandhi Nagar Erode TN.",Erode,PVT HOSPITAL,PVT,Multi-Speciality,11.3407799,77.705796,"காளிங்கராயன் மருத்துவ மையம், காந்தி நகர் ஈரோடு TN."
TNH0387,H_18552,"KGR Surgical Nursing Home,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.5050733,77.2453357,"கேஜிஆர் அறுவை சிகிச்சை முதியோர் இல்லம், ஈரோடு, தமிழ்நாடு."
TNH0388,H_19484,"KMCH Speciality Hospital,Palaniyappa St,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3395737,77.7162364,"கே.எம்.சி.எச் சிறப்பு மருத்துவமனை, பழனியப்பா தெரு, ஈரோடு, தமிழ்நாடு."
TNH0389,H_18272,"Kovai Medical Centre,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.0419668,77.0404402,"கோவை மருத்துவ மையம், ஈரோடு TN."
TNH0390,H_18313,"Lotus Hospitals Research Centre Ltd,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.326011,77.730096,"லோட்டஸ் மருத்துவமனை ஆராய்ச்சி மையம் லிமிடெட், ஈரோடு, தமிழ்நாடு."
TNH0391,H_18378,"Maaruthi Mediccal Center And Hospitals, Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3410364,77.7171642,"மாருதி மருத்துவ மையம் மற்றும் மருத்துவமனைகள், ஈரோடு TN."
TNH0392,H_24509,"Manian Medical Centre, ErodeTN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3370035,77.7188598,"மணியன் மருத்துவ மையம், ஈரோடு, தமிழ்நாடு."
TNH0393,H_23749,"Nandha Medical College and Hospital, Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.2852787,77.6199054,"நந்தா மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0394,H_22821,"P K Hospital, Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3389795,77.7163796,"பி கே மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0395,H_18581,"PGR Hospital,Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.4512103,77.6872565,"பிஜிஆர் மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0397,H_22820,"Sri Chakra Hospital, Erode TN.",Erode,PVT HOSPITAL,Pvt,Multi-Speciality,11.3410364,77.7171642,"ஸ்ரீ சக்ரா மருத்துவமனை, ஈரோடு, தமிழ்நாடு."
TNH0398,H_25003,"Anbu Hospital, Kallakurichi TN.",Kallakurichi,PVT HOSPITAL,Pvt,Multi-Speciality,11.7401136,78.9610133,"அன்பு மருத்துவமனை, கள்ளக்குறிச்சி டி.என்."
TNH0402,H_23019,"Govt Hospital Sankarapuram, Kallakurichi TN.",Kallakurichi,Govt-DMS,Govt,"General Medicine,Pediatrics",11.7383735,78.9638899,"அரசு மருத்துவமனை சங்கராபுரம், கள்ளக்குறிச்சி டி.என்."
TNH0403,H_20719,"Govt Hospital Ulundurpet, Kallakurichi TN.",Kallakurichi,Govt-DMS,Govt,"General Medicine,Pediatrics",11.688664,79.2724316,"அரசு மருத்துவமனை உளுந்தூர்பேட்டை, கள்ளக்குறிச்சி டி.என்."
TNH0404,H_24453,"Govt Hospital, Chinnasalem, Kallakurichi TN.",Kallakurichi,Govt-DMS,Govt,"General Medicine,Pediatrics",11.6658029,78.8729211,"அரசு மருத்துவமனை, சின்னசேலம், கள்ளக்குறிச்சி டி.என்."
TNH0412,H_19730,"Govt.Head Quarters,Thirukovilur,Kallakurichi TN.",Kallakurichi,Govt-DMS,Govt,"General Medicine,Pediatrics",11.9442832,79.2391223,"அரசு தலைமை அலுவலகம், திருக்கோவிலூர், கள்ளக்குறிச்சி TN."
TNH0413,H_18493,"Govt.Medical College and Hosp, Kallakurichi TN.",Kallakurichi,Govt-DME,Govt,"General Medicine,Pediatrics",11.7383735,78.9638899,"அரசு மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, கள்ளக்குறிச்சி டி.என்."
TNH0415,H_21996,"KS emergency and medical centre, Kallakurichi TN.",Kallakurichi,PVT HOSPITAL,Pvt,"Nephrology,Multi-Speciality",11.731198,78.960915,"கே.எஸ் அவசர மற்றும் மருத்துவ மையம், கள்ளக்குறிச்சி, தமிழ்நாடு."
TNH0418,H_22760,"S A Hospital, Sankarapuram, Kallakurichi TN.",Kallakurichi,PVT HOSPITAL,Pvt,Multi-Speciality,11.8008578,78.9429417,"எஸ் ஏ மருத்துவமனை, சங்கராபுரம், கள்ளக்குறிச்சி டிஎன்."
TNH0421,H_23418,"Sri Ram Hospital, Kallakurichi TN.",Kallakurichi,PVT HOSPITAL,Pvt,Multi-Speciality,11.9550269,79.1927799,"ஸ்ரீராம் மருத்துவமனை, கள்ளக்குறிச்சி டி.என்."
TNH0422,H_18327,"Sri Sanjeevi Hospital, Kallakurichi TN.",Kallakurichi,PVT HOSPITAL,Pvt,Multi-Speciality,11.7382416,78.9665475,"ஸ்ரீ சஞ்சீவி மருத்துவமனை, கள்ளக்குறிச்சி டி.என்."
TNH0425,H_26009,"Annaii Med Coll and Hospital, Kancheepuram, TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,12.8115656,79.7287954,"அன்னை மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, காஞ்சிபுரம், தமிழ்நாடு."
TNH0427,H_24490,"Govt. CHC Maduramangalam,Kancheepuram TN.",Kancheepuram,Govt-MTM,Govt,General Medicine,12.9521654,79.8142658,"அரசு CHC மதுரமங்கலம், காஞ்சிபுரம் TN."
TNH0428,H_24489,"Govt.CHC Parandur,Kancheepuram TN.",Kancheepuram,Govt-MTM,Govt,General Medicine,12.9305481,79.7343791,"Govt.CHC பரந்தூர், காஞ்சிபுரம் TN."
TNH0435,H_21127,"Madha Medical College, Kancheepuram TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,13.0042576,80.1128473,"மாதா மருத்துவக் கல்லூரி, காஞ்சிபுரம் டி.என்."
TNH0436,H_22437,"Mahalakshmi Multi Spec Hospital, Kanchipuram TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,12.8071321,79.6796,"மகாலட்சுமி மல்டி ஸ்பெக் மருத்துவமனை, காஞ்சிபுரம் டி.என்."
TNH0437,H_18392,"Meenakshi Medical College, Kancheepuram TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,12.872423,79.7238984,"மீனாட்சி மருத்துவக் கல்லூரி, காஞ்சிபுரம் டி.என்."
TNH0439,H_26145,"Raphael Life Care Hospital, Kancheepuram, TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,12.6127656,79.7849022,"ரபேல் லைஃப் கேர் மருத்துவமனை, காஞ்சிபுரம், தமிழ்நாடு."
TNH0441,H_22824,"Saveetha Medical Centre,Thandalam,Kancheepuram TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,13.0239375,80.0164375,"சவீதா மருத்துவ மையம், தண்டலம், காஞ்சிபுரம் TN."
TNH0442,H_18767,"Saveetha Medical Coll and Hosp, Kancheepuram TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,13.0245268,80.0175223,"சவீதா மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, காஞ்சிபுரம் TN."
TNH0443,H_22800,"Sayee Hospitals,Padappai,Kancheepuram TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,12.887888,80.02598,"சாயீ மருத்துவமனைகள், படப்பை, காஞ்சிபுரம் TN."
TNH0444,H_26008,"Sri Mamallan Hospital, Kancheepuram, TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,12.8542124,79.7077383,"ஸ்ரீ மாமல்லன் மருத்துவமனை, காஞ்சிபுரம், TN."
TNH0445,H_18251,"Sri Muthukumaran Med col and hos, Kancheepuram TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,13.0182636,80.1089388,"ஸ்ரீ முத்துக்குமரன் மெட் கோல் அண்ட் ஹோஸ், காஞ்சிபுரம் டி.என்."
TNH0446,H_22270,"Sri Ne medical foundation, Kanchipuram TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,12.8246997,79.7071565,"ஸ்ரீ நே மருத்துவ அறக்கட்டளை, காஞ்சிபுரம் டி.என்."
TNH0447,H_18264,"Sri Ramachandra Medical Center,Kancheepuram TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,13.0375525,80.1446072,"ஸ்ரீ ராமச்சந்திரா மருத்துவ மையம், காஞ்சிபுரம் TN."
TNH0448,H_26137,"Tambaram Medical Center, Kancheepuram, TN.",Kancheepuram,PVT HOSPITAL,Pvt,Multi-Speciality,12.9249308,80.1000026,"தாம்பரம் மருத்துவ மையம், காஞ்சிபுரம், TN."
TNH0449,H_18319,"Annammal Hospital,Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.3163438,77.2015527,"அன்னம்மாள் மருத்துவமனை, கன்னியாகுமரி TN."
TNH0450,H_19029,"Bensam Hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1896985,77.4121685,"பென்சம் மருத்துவமனை, கன்னியாகுமரி TN."
TNH0451,H_23415,"Bethesda hospital Nagercoil,Kanyakumari TN",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.18827,77.42716,"பெதஸ்தா மருத்துவமனை நாகர்கோவில், கன்னியாகுமரி TN"
TNH0452,H_18205,"C.S.I Mission Hospital,kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.2112757,77.3030663,"சி.எஸ்.ஐ மிஷன் மருத்துவமனை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0453,H_23854,"Calwin Hospital,Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.159025,77.4262597,"கால்வின் மருத்துவமனை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0454,H_22852,"Chandriga Hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1815031,77.4264846,"சந்திரிகா மருத்துவமனை, கன்னியாகுமரி டி.என்."
TNH0455,H_18592,"Dr Kumarasamy Health Centre,Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,"Nephrology,Multi-Speciality",8.1126807,77.5333326,"டாக்டர் குமாரசாமி சுகாதார மையம், கன்னியாகுமரி, தமிழ்நாடு."
TNH0456,H_19024,"Dr Morris Mathia Hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1803899,77.4191439,"டாக்டர் மோரிஸ் மதியா மருத்துவமனை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0457,H_18398,"Dr.Jeyasekharan Medical Trust,Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1849572,77.4098487,"டாக்டர்.ஜெயசேகரன் மருத்துவ அறக்கட்டளை, கன்னியாகுமரி TN."
TNH0458,H_19013,"Gerdi Agasthiyar Muni Care Centre, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,"Pediatrics,Gynecology",8.2169459,77.4663891,"கெர்டி அகஸ்தியர் முனி கேர் சென்டர், கன்னியாகுமரி TN."
TNH0459,H_25829,"Govt Hospital Arumanai ,Kanyakumari TN.",Kanyakumari,Govt-DMS,Govt,"General Medicine,Pediatrics",8.3633606,77.2376006,"அரசு மருத்துவமனை அருமனை, கன்னியாகுமரி TN."
TNH0460,H_19721,"Govt Hospital Bhoothapandi,Kanyakumari TN.",Kanyakumari,Govt-DMS,Govt,"General Medicine,Pediatrics",8.2641398,77.4458151,"அரசு மருத்துவமனை பூதபாண்டி, கன்னியாகுமரி TN."
TNH0461,H_21145,"Govt Hospital Kulasekaram, Kanyakumari TN.",Kanyakumari,Govt-DMS,Govt,"General Medicine,Pediatrics",8.3724072,77.2994453,"அரசு மருத்துவமனை குலசேகரம், கன்னியாகுமரி TN."
TNH0462,H_19085,"Govt hospital,kulithurai,Kanyakumari,TN.",Kanyakumari,Govt-DMS,Govt,"General Medicine,Pediatrics",8.3128807,77.2040677,"அரசு மருத்துவமனை, குளித்துறை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0463,H_24434,"Govt Hospital.Colachal,Kanyakumari TN.",Kanyakumari,Govt-DMS,Govt,"General Medicine,Pediatrics",8.1784418,77.2578694,"அரசு மருத்துவமனை. கோளச்சல், கன்னியாகுமரி TN."
TNH0465,H_25841,"Govt Senamvelai Taluk , Kanyakumari TN.",Kanyakumari,Govt-DMS,Govt,"General Medicine,Pediatrics",8.0843512,77.5495019,"அரசு சேனாம்வேலை தாலுகா, கன்னியாகுமரி, தமிழ்நாடு."
TNH0470,H_25799,"Govt. Hospital Kanyakumari Taluk, Kanyakumari TN.",Kanyakumari,Govt-DMS,Govt,"General Medicine,Pediatrics",8.0834856,77.5467104,"அரசு மருத்துவமனை கன்னியாகுமரி தாலுக்கா, கன்னியாகுமரி TN."
TNH0471,H_25797,"Govt. Hospital karungal, Kanyakumari TN.",Kanyakumari,Govt-DMS,Govt,"General Medicine,Pediatrics",8.2294292,77.2413754,"அரசு மருத்துவமனை கருங்கல், கன்னியாகுமரி TN."
TNH0472,H_18712,"Govt.HQ Hospital,Padmanabhapuram,Kanyakumari TN.",Kanyakumari,Govt-DMS,Govt,"General Medicine,Pediatrics",8.2445969,77.3367498,"அரசு தலைமை மருத்துவமனை, பத்மநாபபுரம், கன்னியாகுமரி TN."
TNH0473,H_19018,"Grace Hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.0843512,77.5495019,"கிரேஸ் மருத்துவமனை, கன்னியாகுமரி டி.என்."
TNH0484,H_19014,"Holy Cross Hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1883893,77.4177331,"ஹோலி கிராஸ் மருத்துவமனை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0485,H_24386,"Immanuel Arasar Hospital,Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.279315,77.2414566,"இம்மானுவேல் அரசர் மருத்துவமனை, கன்னியாகுமரி TN."
TNH0486,H_24367,"Irene Hospital,Nagercoil Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,"Cardiology,Pediatrics,Multi-Speciality",8.1795713,77.4200452,"ஐரின் மருத்துவமனை, நாகர்கோவில் கன்னியாகுமரி TN."
TNH0487,H_18219,"Joseph Sahaayam Speciality Hospital,Kanyakumar TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1792492,77.4332476,"ஜோசப் சகாயம் ஸ்பெஷாலிட்டி மருத்துவமனை, கன்னியாகுமார் டி.என்."
TNH0488,H_26003,"kanyakumari Med Missn Resrch Cent, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1335757,77.3208839,"கன்னியாகுமரி Med Missn Resrch Cent, கன்னியாகுமரி TN."
